"accepted_01" "accepted_02" "accepted_03" "accepted_04" "accepted_05" "accepted_06" "accepted_07" "accepted_08" "accepted_09" "accepted_010" "accepted_1" "accepted_2" "accepted_3" "accepted_4" "accepted_5"
"E033018" 0 0 0 0 0 0 0 0 0 0 11 17 21 60 263
"E033019" 0 0 0 0 0 0 0 0 0 0 5 12 9 45 222
"E033020" 0 0 0 0 0 0 0 0 0 0 44 85 43 108 1066
"E033021" 0 0 0 0 0 0 0 0 0 0 3 12 15 20 185
"E033022" 0 0 0 0 0 0 0 0 0 0 12 27 22 35 335
"E033023" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033024" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033025" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"E033026" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033027" 0 0 0 0 0 0 0 0 0 0 8 11 1 9 81
"E033028" 0 0 0 0 0 1 0 0 0 0 10 31 6 8 142
"E033029" 0 0 0 0 0 0 0 0 0 0 13 19 2 5 159
"E033030" 0 0 0 0 0 0 0 0 0 0 6 12 1 1 22
"E033031" 0 0 0 0 0 0 0 0 0 0 7 6 1 2 45
"E033032" 0 0 0 0 0 1 0 0 0 0 10 4 1 5 20
"E033033" 0 0 0 0 0 0 0 0 0 0 9 2 2 1 20
"E033034" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033035" 0 0 0 0 0 0 0 0 0 0 5 14 9 6 1
"E033036" 0 0 0 0 0 0 0 0 0 0 30 54 54 49 450
"E033037" 0 0 0 0 0 0 0 0 0 0 50 70 54 45 406
"E033038" 0 0 0 0 0 1 0 1 0 0 88 112 72 74 829
"E033039" 0 0 0 0 0 0 0 0 0 0 9 19 22 21 106
"E033040" 0 0 0 0 0 0 0 0 0 0 17 24 23 27 125
"E033041" 0 0 0 0 0 0 0 0 0 0 17 47 22 17 330
"E033042" 0 0 0 0 0 2 0 0 0 1 145 1078 1035 193 5153
"E033043" 0 0 1 0 0 1 1 0 0 0 263 1568 1665 348 7037
"E033044" 0 1 1 0 1 1 4 0 3 1 404 2773 3022 639 15806
"E033045" 0 0 0 0 0 0 0 0 0 0 5 25 9 1 15
"E033046" 0 0 1 0 1 1 1 0 0 0 6 36 8 1 36
"E033047" 0 260 220 157 239 281 151 94 126 123 64 394 317 84 1705
"E033048" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033049" 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0
"E033050" 0 2 1 4 0 0 0 0 0 0 1 0 2 2 1
"E033051" 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"E033052" 0 0 0 0 0 1 1 1 0 3 0 22 43 3 87
"E033053" 0 0 0 0 0 0 0 0 0 1 0 14 34 2 26
"E033054" 0 0 0 0 0 0 0 0 0 2 1 14 34 3 65
"E033055" 0 0 0 0 0 0 0 0 0 2 1 19 35 5 102
"E033056" 0 0 0 0 0 0 0 0 0 0 0 5 6 3 3
"E033057" 0 0 0 0 0 1 0 0 0 0 1 8 4 3 44
"E033058" 0 0 0 0 0 0 0 0 0 0 2 4 3 1 50
"E033059" 0 0 0 0 0 1 0 0 0 0 1 5 5 1 50
"E033060" 0 0 0 0 0 2 0 0 0 0 1 3 6 3 1
"E033061" 0 0 0 0 0 0 0 0 0 0 1 12 15 8 102
"E033062" 0 0 0 0 0 0 0 0 0 0 11 48 68 24 279
"E033063" 0 0 0 0 0 0 0 0 0 0 54 230 293 127 1461
"E033064" 0 0 0 0 0 0 0 0 0 0 16 98 114 35 327
"E033065" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033066" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"E033067" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033068" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033069" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033070" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033071" 0 0 0 0 0 0 0 0 0 1 1 1 0 2 20
"E033072" 0 0 0 0 1 0 0 0 0 1 1 2 1 3 20
"E033073" 0 0 0 0 0 0 5 2 0 0 0 0 0 2 0
"E033074" 0 0 0 0 0 10 8 9 1 7 0 0 0 4 12
"E033075" 0 0 0 0 0 0 0 0 0 0 11 65 19 10 102
"E033076" 0 0 0 0 0 0 0 0 0 0 22 59 30 17 117
"E033077" 0 0 0 0 0 0 0 0 0 0 18 60 32 22 229
"E033078" 0 0 0 0 0 0 0 0 0 0 13 25 23 14 125
"E033079" 0 0 0 0 0 0 0 0 0 0 15 21 24 7 132
"E033080" 0 0 0 0 0 0 0 0 0 0 21 54 29 18 209
"E033081" 0 0 0 0 0 0 0 0 0 0 38 58 39 22 513
"E033082" 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1
"E033083" 0 0 0 0 1 0 0 0 0 0 3 8 1 2 62
"E033084" 1 1 0 1 2 0 0 0 1 0 5 2 2 2 63
"E033085" 0 0 1 1 1 0 1 0 0 0 4 5 1 1 42
"E033086" 2 2 4 10 7 3 1 0 2 1 18 30 19 13 252
"E033087" 1 0 0 4 5 1 0 1 0 2 3 9 26 8 62
"E033088" 1 2 9 12 12 2 3 1 3 0 5 10 11 8 101
"E033089" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"E033091" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033092" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"E033093" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033094" 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0
"E033095" 0 0 0 0 0 2 0 1 6 8 0 0 0 0 0
"E033096" 0 0 0 0 0 0 0 0 0 0 1 11 7 7 122
"E033097" 0 0 0 0 0 0 0 0 0 0 1 11 7 6 85
"E033098" 0 0 0 0 0 0 0 0 0 0 4 29 20 15 129
"E033099" 0 0 0 0 0 1 0 0 0 0 3 16 10 5 45
"E033100" 0 0 0 0 1 0 0 0 0 0 9 9 5 10 62
"E033101" 0 0 0 0 1 0 0 0 0 0 11 6 6 11 20
"E033102" 0 0 0 0 0 0 0 0 1 0 8 8 8 12 0
"E033103" 0 0 0 1 1 0 0 0 1 0 12 11 9 12 42
"E033104" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 20
"E033105" 0 1 1 0 1 1 0 0 0 0 0 1 0 0 1
"E033106" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033107" 0 0 0 0 0 0 0 0 0 0 1 3 3 1 0
"E033108" 0 2 0 0 0 0 0 0 0 0 8 40 14 4 82
"E033109" 0 0 0 0 0 0 0 0 0 0 1 3 3 1 0
"E033110" 0 0 0 0 0 0 0 0 0 0 56 820 594 128 2058
"E033111" 0 0 0 0 0 0 0 0 2 0 218 2256 1468 474 6960
"E033112" 0 2 0 0 0 0 0 0 0 0 266 3100 1918 550 9308
"E033113" 0 0 0 3 0 0 0 0 0 3 297 5094 3402 795 20067
"E033114" 0 0 0 0 0 0 0 0 0 0 28 410 297 64 1029
"E033115" 0 1 0 0 0 0 0 0 0 0 133 1537 956 273 4590
"E033116" 0 0 0 0 0 0 0 0 1 0 109 1135 736 238 3520
"E033117" 0 0 0 0 0 0 0 0 0 0 102 582 489 78 2001
"E033118" 0 0 0 0 0 20 0 0 0 3 209 1150 880 169 3335
"E033119" 0 2 2 0 2 27 1 4 2 12 535 2623 2006 455 8856
"E033120" 0 1 5 1 0 0 0 0 0 0 350 5695 1907 58 14963
"E033121" 0 1 2 0 0 0 0 0 0 0 53 574 171 2 1351
"E033122" 0 1 2 0 0 0 0 0 0 0 39 286 102 2 741
"E033123" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"E033124" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 8
"E033125" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E033126" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033127" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033128" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033129" 0 0 0 0 0 1 0 0 0 2 63 200 186 21 898
"E033130" 0 0 0 0 0 0 0 0 0 0 46 256 139 31 814
"E033131" 0 0 0 0 0 0 0 1 0 0 71 528 261 54 1544
"E033132" 0 0 0 0 0 0 0 0 0 0 44 315 147 22 876
"E033133" 0 0 0 0 0 0 0 0 0 0 51 350 201 36 1126
"E033134" 0 0 0 0 0 0 0 0 0 0 35 274 157 27 890
"E033135" 0 2 1 0 0 0 1 0 1 0 166 1064 550 93 3549
"E033136" 0 0 0 0 0 0 0 0 0 0 1 7 7 1 60
"E033137" 0 0 0 0 0 1 0 0 0 0 0 14 10 2 80
"E033138" 0 0 0 0 2 0 1 0 0 0 6 14 20 7 45
"E033139" 0 0 0 0 0 1 0 0 0 0 29 32 24 20 240
"E033140" 0 0 1 0 0 1 0 2 0 0 25 35 32 13 185
"E033141" 0 0 0 0 0 0 0 0 0 0 3 8 11 6 2
"E033142" 0 0 0 0 0 0 0 0 0 0 1 9 7 7 41
"E033143" 0 0 0 2 0 0 6 2 8 0 10 66 54 28 258
"E033144" 0 0 0 2 0 0 4 0 4 2 22 64 48 30 642
"E033145" 0 0 0 0 0 0 2 2 0 6 18 68 76 22 500
"E033146" 0 0 0 0 0 0 2 0 2 4 14 52 66 24 356
"E033147" 0 0 0 0 0 0 3 1 4 2 7 29 43 20 299
"E033148" 0 0 0 0 0 0 0 1 0 0 1 8 4 3 60
"E033149" 0 0 0 0 0 0 3 3 4 2 9 43 55 28 480
"E033150" 0 0 0 0 0 0 0 0 1 0 17 64 96 23 389
"E033151" 0 2 0 1 2 0 0 0 0 1 45 218 218 61 1376
"E033152" 0 6 19 26 25 18 6 12 19 12 18 148 149 50 863
"E033153" 0 0 0 0 0 0 0 0 0 0 22 125 69 16 535
"E033154" 0 0 0 0 0 0 0 0 0 0 26 139 100 25 500
"E033155" 0 0 0 0 0 1 0 0 0 0 12 114 77 23 295
"E033156" 0 0 1 0 0 0 0 0 0 0 33 212 154 30 824
"E033157" 0 0 0 0 0 0 0 0 0 0 33 221 150 19 731
"E033158" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E033159" 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0
"E033160" 0 0 0 0 0 0 0 0 0 0 7 3 0 3 22
"E033161" 0 0 0 0 0 0 0 0 0 0 16 8 4 6 103
"E033162" 0 0 0 0 0 0 0 0 0 0 5 3 2 1 125
"E033163" 0 0 0 1 1 0 1 0 0 0 4 58 43 8 168
"E033164" 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"E033165" 0 1 1 0 1 8 2 0 1 0 2 6 2 4 36
"E033166" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033167" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033168" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033169" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033170" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033171" 0 0 0 0 0 0 0 0 0 0 14 40 37 26 182
"E033172" 0 0 1 0 0 0 0 0 0 0 52 298 252 171 1768
"E033173" 0 0 0 0 0 0 0 0 0 0 5 67 39 29 413
"E033174" 0 0 0 0 0 1 0 0 0 0 17 71 41 40 281
"E033175" 0 0 0 0 0 0 0 0 0 0 15 52 40 30 318
"E033176" 0 1 1 1 0 0 0 0 0 1 9 93 55 60 355
"E033177" 0 1 1 0 0 1 0 0 0 0 9 63 54 47 230
"E033178" 0 0 0 0 0 0 0 0 0 0 2 2 4 4 2
"E033179" 0 0 0 0 0 0 0 0 0 0 2 7 7 6 57
"E033180" 0 0 0 0 0 1 1 0 0 1 4 34 30 23 285
"E033181" 0 0 0 0 0 0 0 0 0 0 14 32 16 14 140
"E033182" 0 0 0 0 0 0 1 2 0 0 32 53 41 23 307
"E033183" 0 0 0 0 0 0 2 2 0 0 14 52 42 20 132
"E033184" 0 0 0 0 0 0 0 0 0 0 8 46 34 20 182
"E033185" 0 0 0 0 0 0 1 2 0 0 32 53 41 23 308
"E033186" 0 4 8 0 4 0 0 0 4 0 12 4 4 12 0
"E033187" 0 1 1 2 2 0 1 0 0 0 0 0 0 3 11
"E033188" 0 3 3 6 3 0 0 0 0 0 0 0 0 6 0
"E033189" 0 1 0 2 2 0 1 0 0 0 0 0 0 3 11
"E033190" 0 0 0 2 2 0 1 0 0 0 0 0 0 2 11
"E033191" 0 1 0 2 2 0 1 0 0 0 0 0 0 3 11
"E033192" 0 0 0 0 0 0 0 0 0 0 14 8 5 5 62
"E033193" 0 0 0 0 0 4 0 0 0 0 33 29 12 9 146
"E033194" 0 1 1 0 0 2 0 0 0 0 34 48 19 12 263
"E033195" 0 0 0 0 0 0 0 0 0 0 6 3 5 0 20
"E033196" 0 7 1 0 0 1 0 0 0 0 5137 17387 5731 127 13901
"E033197" 0 0 1 0 1 0 0 0 0 0 8 35 44 35 502
"E033198" 0 0 0 0 0 0 0 0 0 1 1 0 0 3 41
"E033199" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20
"E033200" 0 0 0 0 0 1 0 0 0 0 4 3 2 2 20
"E033201" 0 0 0 0 0 0 0 0 0 0 11 4 3 4 23
"E033202" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"E033203" 0 0 1 0 0 0 0 0 0 0 15 167 29 7 90
"E033204" 0 0 2 0 0 0 0 0 0 0 30 243 86 11 235
"E033205" 0 0 0 0 0 0 0 0 0 0 8 99 36 4 167
"E033206" 0 0 0 0 0 0 0 0 0 0 16 139 41 8 248
"E033207" 0 0 0 0 0 0 0 0 0 0 19 233 92 8 346
"E033208" 0 0 1 0 0 0 0 0 0 0 15 167 29 7 90
"E033209" 0 0 2 0 0 0 0 0 0 0 30 243 86 11 235
"E033210" 0 0 0 0 0 0 0 0 0 0 8 99 36 4 167
"E033211" 0 0 0 0 0 0 0 0 0 0 77 691 254 28 1099
"E033212" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"E033213" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033214" 0 0 0 0 0 0 0 0 0 0 11 17 3 18 106
"E033215" 0 0 0 0 0 0 0 0 0 0 13 23 16 24 147
"E033216" 0 0 1 0 0 1 0 0 1 0 87 119 103 141 1201
"E033217" 0 0 0 0 0 0 0 0 0 0 6 15 30 45 164
"E033218" 0 0 0 0 0 0 0 0 0 0 8 117 60 29 334
"E033219" 0 0 0 0 0 0 0 0 0 0 12 179 90 30 367
"E033220" 0 0 1 0 0 0 0 0 1 0 11 268 143 38 798
"E033221" 0 0 0 0 0 0 0 0 0 0 2 15 11 6 84
"E033222" 0 0 0 0 0 0 1 0 0 0 5 52 18 5 162
"E033223" 0 0 0 0 0 0 0 0 0 0 7 30 13 12 102
"E033224" 0 0 0 0 0 19 7 2 7 9 11 29 10 3 139
"E033225" 0 0 0 0 0 0 0 0 1 0 1 2 0 1 0
"E033226" 0 0 0 0 0 0 0 0 0 0 3 2 0 0 0
"E033227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033228" 0 0 0 0 1 0 0 0 0 0 0 1 0 3 0
"E033229" 0 1 0 0 0 0 1 0 0 0 22 14 23 39 210
"E033230" 0 0 0 0 0 0 0 0 0 0 12 10 19 17 118
"E033231" 0 0 0 0 0 0 0 0 0 0 10 15 24 15 238
"E033232" 0 0 0 0 0 0 0 0 0 0 21 27 56 68 450
"E033233" 0 0 0 0 0 0 0 0 0 0 3 3 13 13 60
"E033234" 0 0 0 0 0 0 0 0 0 0 11 12 31 35 257
"E033235" 0 0 1 0 0 0 0 0 0 0 91 703 525 253 3853
"E033236" 0 0 0 0 0 0 0 0 0 0 0 2 5 2 0
"E033237" 0 0 0 0 0 0 0 0 0 0 3 10 10 6 46
"E033238" 0 1 0 0 0 1 0 0 0 0 0 0 20 1 0
"E033239" 0 0 0 0 0 0 0 0 0 0 0 2 21 0 0
"E033240" 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0
"E033241" 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0
"E033242" 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0
"E033243" 0 1 0 0 0 0 0 0 0 0 0 2 2 0 0
"E033244" 0 0 0 0 3 0 1 3 1 1 2 73 63 73 754
"E033245" 0 0 0 0 1 0 0 0 0 0 2 93 89 73 528
"E033246" 0 0 0 0 0 0 0 0 0 0 0 70 39 37 318
"E033247" 0 0 0 0 1 0 0 0 0 0 0 46 27 20 305
"E033248" 0 0 0 0 1 0 0 0 0 0 1 35 27 20 274
"E033249" 0 1 0 0 0 0 0 0 0 0 0 47 28 26 530
"E033250" 0 1 0 0 0 0 0 0 0 0 0 35 16 20 366
"E033252" 0 0 0 0 0 0 0 0 0 0 41 98 85 36 597
"E033253" 0 1 0 0 0 1 2 0 0 1 108 173 131 68 657
"E033254" 0 0 0 0 0 0 0 0 0 0 64 63 31 19 22
"E033255" 0 0 0 0 0 0 0 0 0 0 78 70 43 25 144
"E033256" 0 0 0 0 0 0 1 0 0 0 133 125 87 62 449
"E033257" 0 0 0 0 0 0 1 0 0 0 213 208 141 108 913
"E033258" 0 2 0 0 1 0 1 0 0 0 6 5 3 1 41
"E033259" 0 44 33 22 42 13 28 17 31 21 52 86 64 23 446
"E033260" 0 1 0 1 0 0 0 2 1 0 0 0 2 0 0
"E033261" 0 10 6 7 14 7 18 16 29 14 5 15 20 28 308
"E033262" 0 0 0 0 0 0 0 0 0 0 9 86 54 5 114
"E033263" 0 0 0 1 0 0 0 0 0 0 50 195 109 16 244
"E033264" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033265" 0 0 0 0 0 0 0 0 0 0 0 0 1 3 20
"E033266" 0 0 0 0 0 0 0 0 1 0 0 2 2 4 62
"E033267" 0 0 0 0 0 1 0 0 0 0 0 0 0 11 60
"E033268" 0 0 0 0 0 0 0 0 0 2 0 0 0 14 124
"E033269" 0 0 0 0 0 1 0 0 0 0 0 0 0 8 42
"E033270" 0 0 0 0 0 0 0 0 0 0 11 44 42 2 182
"E033271" 0 0 0 0 0 0 0 0 0 0 12 41 44 4 220
"E033272" 0 0 2 4 2 4 3 0 1 2 3 29 30 6 102
"E033273" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033274" 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0
"E033275" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E033276" 0 0 0 0 0 0 0 0 0 3 0 0 0 3 1
"E033277" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033278" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"E033279" 0 15 0 12 0 2 50 29 14 13 1 1 12 1 64
"E033280" 0 0 0 0 0 0 0 0 0 0 9 12 42 8 136
"E033281" 0 1 0 0 1 0 1 0 1 0 6 5 20 7 85
"E033282" 0 0 0 0 1 0 0 0 1 0 4 6 20 8 65
"E033283" 0 0 0 0 0 0 0 0 0 0 3 1 1 0 22
"E033284" 0 0 0 0 0 0 0 0 1 0 4 1 1 0 22
"E033285" 0 0 0 0 0 0 1 0 0 0 2 1 2 2 1
"E033286" 0 0 0 0 0 0 0 0 0 0 0 3 1 2 21
"E033287" 0 0 0 0 0 1 0 0 0 0 1 3 1 1 41
"E033288" 0 0 0 0 0 0 0 1 1 0 1 4 1 0 20
"E033289" 0 0 0 0 0 1 0 0 0 0 3 2 0 0 20
"E033290" 0 0 0 0 0 0 0 0 0 0 3 1 0 0 2
"E033291" 0 0 0 0 0 0 0 0 0 0 3 0 1 1 22
"E033292" 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0
"E033293" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033294" 0 0 0 0 0 0 0 0 0 0 1 5 12 4 64
"E033295" 0 0 0 0 0 0 0 0 0 0 3 6 9 3 22
"E033296" 0 0 0 0 0 0 0 0 0 0 1 1 1 5 3
"E033297" 0 0 0 0 0 0 0 0 0 0 1 0 3 5 4
"E033298" 0 0 0 0 0 0 0 0 0 0 1 3 6 2 2
"E033299" 0 0 0 0 0 0 0 0 0 0 3 5 5 1 42
"E033300" 0 0 0 0 0 0 0 0 0 0 2 8 4 4 42
"E033301" 0 0 0 0 0 1 0 0 0 0 1 6 3 5 20
"E033302" 0 1 0 2 0 0 0 0 1 1 10 29 25 34 214
"E033303" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033304" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033305" 0 0 0 0 0 0 0 0 0 0 8 2 2 5 20
"E033306" 0 0 0 0 0 0 0 0 0 0 20 2 3 12 32
"E033307" 0 0 0 0 0 0 0 0 0 0 43 9 2 16 93
"E033308" 0 0 0 0 0 0 0 0 0 0 72 22 9 22 145
"E033309" 0 0 0 0 0 1 0 0 0 0 45 12 29 15 82
"E033310" 0 0 0 0 0 0 0 0 1 0 0 0 2 0 9
"E033311" 0 0 0 2 3 2 3 6 7 1 7 12 6 6 10
"E033312" 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
"E033313" 0 0 0 0 0 0 0 0 0 0 0 10 4 2 20
"E033314" 0 0 0 0 0 0 0 0 0 0 0 12 4 5 1
"E033315" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E033319" 0 0 0 0 0 0 0 0 0 0 8 34 20 9 183
"E033320" 0 0 0 0 0 0 0 0 0 0 8 27 13 9 114
"E033321" 0 0 0 0 0 0 0 0 0 0 21 64 32 39 153
"E033322" 0 0 0 0 0 0 0 1 0 0 29 128 70 37 498
"E033323" 0 0 0 0 0 0 0 0 0 0 4 6 10 24 41
"E033324" 0 0 0 0 0 2 0 1 0 0 60 136 167 205 1279
"E033325" 0 0 0 0 0 0 0 0 0 0 1 1 4 3 20
"E033326" 0 0 0 1 2 1 0 1 2 0 10 122 19 13 32
"E033327" 0 5 4 1 1 0 0 1 2 2 18 304 46 18 82
"E033328" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033329" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033330" 0 2 2 1 0 0 0 0 1 0 0 0 3 0 0
"E033331" 0 6 5 5 9 0 0 2 2 2 4 6 3 3 64
"E033332" 0 0 1 0 1 0 0 0 0 0 58 196 170 186 1454
"E033333" 0 0 1 0 1 0 0 0 0 0 268 832 591 810 5312
"E033334" 0 0 0 0 0 0 0 0 0 0 54 222 159 242 1006
"E033335" 0 0 0 0 0 0 0 0 0 0 68 290 193 274 1585
"E033336" 0 0 0 0 1 0 0 0 0 0 66 233 200 279 1137
"E033337" 0 0 2 1 1 0 0 1 0 0 167 388 259 432 2287
"E033338" 0 0 0 0 0 0 1 0 0 0 2 1 1 1 60
"E033339" 0 0 0 0 0 0 1 0 0 0 4 15 11 3 83
"E033340" 0 0 0 0 0 0 0 0 0 0 1 11 9 1 23
"E033341" 1 0 0 0 0 1 1 0 0 0 5 147 79 13 207
"E033342" 0 0 0 0 0 3 0 3 1 0 22 522 264 57 1197
"E033343" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033344" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033345" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033346" 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"E033347" 0 0 0 0 0 0 0 0 0 0 32 44 32 60 529
"E033348" 0 0 0 0 0 0 0 0 0 0 15 29 30 33 162
"E033349" 0 0 0 0 0 0 0 0 0 0 20 29 46 78 433
"E033350" 0 0 0 0 1 0 0 0 0 1 22 29 32 61 309
"E033351" 0 0 1 0 0 0 0 0 0 0 53 73 63 110 867
"E033352" 0 0 0 0 0 0 0 1 0 0 30 35 38 55 344
"E033353" 0 0 0 0 0 0 0 1 0 0 6 17 12 19 127
"E033354" 0 0 0 0 0 0 0 0 0 0 14 15 31 41 82
"E033355" 0 0 0 0 0 0 0 0 0 0 0 1 1 2 20
"E033356" 0 0 0 1 0 0 1 0 1 0 14 18 30 52 217
"E033357" 0 0 0 0 0 0 0 0 0 0 12 1 13 381 470
"E033358" 0 0 0 0 0 0 0 0 0 0 7 14 12 195 268
"E033359" 0 0 0 1 2 1 0 0 0 0 21 35 30 527 630
"E033360" 0 0 0 0 0 0 0 0 0 1 20 28 26 23 204
"E033361" 0 0 0 0 0 1 0 0 2 0 14 18 18 20 102
"E033362" 0 0 1 0 0 0 0 3 2 1 9 30 24 24 125
"E033363" 0 1 1 0 0 0 0 1 0 2 1 28 15 9 104
"E033364" 0 0 0 0 0 0 0 0 0 0 3 24 14 14 147
"E033365" 0 1 0 0 0 0 0 0 0 0 3 19 16 17 248
"E033366" 0 0 1 1 0 0 0 2 2 2 7 28 33 35 287
"E033367" 0 0 0 0 0 0 0 0 0 0 9 17 18 29 260
"E033368" 0 0 0 0 0 0 0 0 0 1 24 106 98 94 802
"E033369" 0 0 0 0 0 0 0 0 0 0 10 54 39 24 358
"E033370" 0 0 0 0 0 0 0 0 0 0 11 74 33 50 406
"E033371" 0 0 0 0 0 0 0 0 0 0 10 37 18 21 385
"E033372" 0 0 0 0 0 0 0 0 0 0 13 33 20 42 240
"E033373" 0 0 0 0 0 0 0 0 0 0 7 26 15 39 237
"E033374" 0 0 0 0 0 0 0 0 0 0 6 20 22 35 287
"E033375" 0 0 0 0 2 0 0 0 0 1 31 118 106 123 1236
"E033376" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E033377" 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0
"E033378" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"E033379" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033380" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"E033381" 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0
"E033382" 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0
"E033383" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"E033384" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"E033385" 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
"E033386" 0 0 0 0 0 0 0 0 0 1 2 0 0 2 19
"E033387" 0 0 0 0 0 0 0 0 0 0 0 1 0 4 59
"E033388" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E033389" 0 0 0 0 0 0 0 1 0 0 1 2 0 1 13
"E033390" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"E033391" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3
"E033392" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 21
"E033393" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 20
"E033394" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 21
"E033395" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E033396" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033397" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"E033398" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"E033399" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033400" 0 0 0 0 0 0 0 0 0 0 1 6 17 4 36
"E033401" 0 3 2 1 1 1 1 0 0 1 32 58 98 29 242
"E033402" 0 0 0 0 1 3 6 8 30 16 0 0 0 3 3
"E033403" 0 0 0 0 0 0 0 0 0 0 3 12 59 3 223
"E033404" 0 0 0 0 0 0 0 1 0 2 24 88 105 208 1356
"E033405" 0 0 0 0 0 0 0 0 0 1 9 50 39 107 396
"E033406" 0 0 0 0 0 0 1 0 0 2 5 66 37 28 351
