"accepted_01" "accepted_02" "accepted_03" "accepted_04" "accepted_05" "accepted_06" "accepted_07" "accepted_08" "accepted_09" "accepted_010" "accepted_1" "accepted_2" "accepted_3" "accepted_4" "accepted_5"
"E033407" 0 0 0 0 0 0 2 0 2 0 15 55 31 29 441
"E033408" 0 0 0 0 0 0 0 0 0 0 6 16 11 8 40
"E033409" 0 0 0 0 0 1 0 0 0 0 3 24 26 20 156
"E033410" 0 0 0 0 0 0 0 0 0 0 1 2 6 5 21
"E033411" 0 0 0 0 0 0 0 0 0 0 0 4 5 4 41
"E033412" 0 0 0 0 1 1 1 0 0 0 3 33 19 14 174
"E033413" 0 0 0 0 1 2 0 2 0 1 1 4 6 3 41
"E033414" 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0
"E033415" 0 0 0 0 0 0 0 0 0 0 14 10 5 9 62
"E033416" 0 0 0 0 0 0 0 0 0 0 8 27 14 24 110
"E033417" 0 0 0 0 1 2 1 0 1 2 192 272 177 275 1772
"E033418" 0 1 1 2 5 10 1 5 3 7 266 487 434 483 4015
"E033419" 0 0 0 0 0 0 0 0 0 0 1 15 11 11 103
"E033420" 0 0 0 0 0 0 0 0 0 0 5 25 20 11 263
"E033421" 0 0 0 0 0 0 0 0 0 0 3 21 20 5 202
"E033422" 0 0 0 0 0 0 4 0 0 0 8 50 38 8 408
"E033423" 0 0 0 0 0 0 0 0 0 4 2 26 12 2 126
"E033424" 0 0 0 0 0 0 0 0 0 0 5 25 21 14 264
"E033425" 0 0 0 0 0 0 0 0 0 0 3 21 20 5 202
"E033426" 0 0 0 0 0 0 0 0 0 0 1 1 2 8 0
"E033427" 0 0 0 0 0 0 0 0 0 0 8 19 29 24 226
"E033429" 0 0 0 0 0 0 0 0 0 0 8 24 24 11 144
"E033430" 0 0 1 0 0 0 0 0 0 0 31 72 51 48 628
"E033431" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"E033432" 0 0 0 0 0 0 0 1 0 0 0 7 4 11 33
"E033433" 0 0 0 0 0 0 0 0 0 0 10 100 49 9 257
"E033434" 0 0 0 0 0 0 0 0 0 0 17 106 47 8 173
"E033435" 0 0 0 0 0 1 0 0 0 0 33 283 97 20 458
"E033436" 0 0 0 0 1 5 2 20 0 1 82 730 305 48 1444
"E033437" 0 0 0 0 0 0 0 0 0 0 17 149 73 7 172
"E033438" 0 0 0 0 0 0 0 0 0 0 27 253 101 12 525
"E033439" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033440" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033442" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 20
"E033444" 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
"E033445" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
"E033446" 0 0 0 0 1 0 0 1 0 0 57 337 172 98 770
"E033447" 0 0 0 0 0 0 0 0 0 0 6 83 32 18 158
"E033448" 0 0 0 0 0 0 0 0 0 0 1 1 1 7 18
"E033449" 0 0 0 0 0 0 0 0 0 0 1 3 1 9 10
"E033450" 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0
"E033451" 0 0 0 0 0 0 0 0 0 0 0 1 0 8 9
"E033452" 0 0 0 0 0 0 0 0 0 0 1 3 1 12 2
"E033453" 0 0 1 0 1 3 0 0 0 1 6 9 16 72 138
"E033454" 0 0 0 0 0 0 0 0 0 0 1 1 1 11 32
"E033455" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033456" 0 0 0 0 0 0 0 0 0 0 8 29 32 138 104
"E033457" 0 0 0 0 0 0 0 0 0 0 8 35 42 142 186
"E033458" 0 0 0 0 0 0 0 0 0 0 2 14 29 89 73
"E033459" 0 0 0 0 1 0 1 0 0 0 23 92 124 555 575
"E033460" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"E033461" 0 0 0 0 0 0 0 0 0 0 48 81 79 128 1015
"E033462" 0 0 0 0 0 0 0 0 0 0 10 19 13 20 179
"E033463" 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0
"E033464" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033465" 0 0 0 0 0 0 0 0 0 0 21 101 58 36 232
"E033466" 0 0 0 0 0 0 1 0 0 0 21 91 59 50 469
"E033467" 0 0 0 0 0 0 0 0 0 0 48 223 182 140 1599
"E033468" 0 0 0 0 0 0 0 0 0 1 79 325 230 221 1664
"E033469" 0 1 0 0 0 0 1 1 0 0 80 296 213 149 1445
"E033470" 0 0 0 0 0 0 2 1 1 0 30 146 104 76 847
"E033471" 0 1 0 0 0 1 0 0 0 0 0 1 5 1 0
"E033472" 0 0 0 0 1 0 0 0 0 0 4 6 37 10 0
"E033473" 0 0 0 0 0 0 0 0 0 0 3 7 37 9 0
"E033474" 0 0 0 0 0 0 0 0 0 0 2 11 1 0 40
"E033475" 0 0 0 0 0 0 2 0 0 0 12 70 19 7 224
"E033478" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E033479" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0
"E033480" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E033481" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 21
"E033482" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"E033483" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22
"E033484" 0 0 0 0 0 0 0 0 0 0 1 3 2 5 60
"E033485" 0 0 0 0 0 0 0 0 0 0 0 1 3 5 40
"E033486" 0 0 0 0 0 0 0 0 0 0 1 5 1 6 80
"E033487" 0 0 0 0 0 0 0 0 0 0 0 3 4 1 0
"E033488" 0 0 1 0 0 0 2 1 1 1 13 26 24 11 83
"E033489" 0 0 1 0 0 1 1 1 0 1 21 32 24 17 195
"E033490" 0 0 1 0 0 2 2 0 0 0 69 183 176 135 1136
"E033491" 0 0 1 0 3 10 2 3 4 0 5 18 17 20 125
"E033492" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033493" 0 0 0 0 0 1 0 0 0 1 1 0 0 1 16
"E033494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033495" 0 0 0 0 0 0 0 0 0 2 2 2 0 2 61
"E033496" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"E033497" 0 0 0 0 0 0 0 0 0 0 11 40 16 13 48
"E033498" 0 0 0 1 0 0 2 1 0 1 1 4 0 3 0
"E033499" 0 1 0 0 5 0 0 0 0 0 1 5 2 0 0
"E033500" 0 0 0 0 0 0 1 0 0 0 3 25 11 6 83
"E033501" 0 0 0 0 0 0 1 0 0 0 0 24 12 1 44
"E033502" 0 1 0 0 0 0 0 0 0 0 0 28 15 1 40
"E033503" 0 0 0 0 0 0 1 0 0 0 0 14 6 2 22
"E033504" 0 11 5 2 9 4 5 4 1 2 2 8 8 4 85
"E033505" 0 7 8 2 10 5 3 3 3 3 1 4 9 2 44
"E033506" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033507" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"E033508" 0 0 0 0 0 0 0 0 0 2 0 2 0 1 0
"E033509" 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
"E033510" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 60
"E033511" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 20
"E033512" 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1
"E033513" 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1
"E033514" 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0
"E033515" 0 0 0 0 0 1 0 1 2 0 0 12 0 0 20
"E033516" 0 5 3 5 4 12 10 11 6 7 7 37 8 5 46
"E033517" 0 0 0 0 0 0 0 1 0 0 2 52 26 6 86
"E033518" 0 0 0 0 0 0 0 2 2 0 26 418 242 36 612
"E033519" 0 0 0 0 0 2 0 0 0 0 24 590 322 56 842
"E033520" 0 0 0 0 0 0 0 0 0 0 2 52 26 6 86
"E033521" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033522" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033523" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033524" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033525" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033526" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033527" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033528" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033529" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033530" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033531" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033532" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033533" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033534" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033535" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033536" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033537" 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0
"E033538" 0 4 3 4 5 1 4 0 5 2 6 7 7 4 61
"E033539" 0 0 5 2 12 0 0 0 2 3 0 3 0 5 20
"E033540" 0 0 0 8 13 2 0 0 2 2 2 6 0 15 37
"E033541" 0 0 0 0 0 0 0 0 0 0 6 3 6 64 22
"E033542" 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0
"E033543" 0 0 0 0 0 0 2 0 0 0 54 53 17 10 264
"E033544" 0 0 0 0 1 1 2 0 1 1 391 214 98 59 1869
"E033545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033546" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033547" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033548" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E033549" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"E033550" 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0
"E033551" 0 0 0 0 0 0 1 0 0 0 6 10 13 8 114
"E033552" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E033553" 0 0 0 0 0 0 0 0 2 1 1 4 2 1 1
"E033554" 0 6 2 2 5 3 12 5 10 3 2 9 8 2 101
"E033555" 0 3 0 0 0 3 4 1 4 4 2 3 3 3 0
"E033556" 0 1 0 0 0 2 0 2 0 1 15 3 5 3 43
"E033557" 0 3 1 0 4 2 1 1 2 1 46 8 14 7 69
"E033558" 0 8 0 2 3 18 14 1 4 1 124 41 24 42 395
"E033559" 0 0 0 0 0 0 0 0 0 0 17 56 46 79 423
"E033560" 0 0 0 0 0 0 0 0 0 0 22 93 78 118 846
"E033561" 0 0 0 0 0 0 0 0 1 0 30 81 80 135 1088
"E033562" 0 0 0 0 0 0 0 0 0 0 23 43 56 137 635
"E033563" 0 0 0 0 0 0 0 0 0 0 45 190 72 9 268
"E033564" 0 0 2 0 0 0 0 0 0 0 405 1851 644 71 2177
"E033565" 0 0 2 0 0 0 0 0 0 0 77 375 102 15 537
"E033566" 0 0 0 0 0 0 0 0 0 0 13 5 5 8 93
"E033567" 0 0 0 0 0 0 0 0 0 0 2 4 3 3 36
"E033568" 0 0 0 0 0 0 0 0 0 0 3 0 3 0 2
"E033569" 0 0 0 0 0 0 0 0 0 0 0 4 1 1 29
"E033570" 0 0 0 0 0 2 0 1 1 0 4 8 6 1 62
"E033571" 0 0 1 0 0 0 3 0 0 1 5 23 36 11 153
"E033572" 0 0 1 1 0 0 1 0 0 0 1 7 3 7 21
"E033573" 0 0 0 0 0 1 0 0 1 0 10 92 36 9 67
"E033574" 0 0 0 0 0 1 0 0 1 1 6 73 26 7 169
"E033575" 0 0 1 0 0 0 0 0 0 0 12 30 28 13 217
"E033576" 0 0 0 0 0 0 0 0 0 0 25 56 47 61 416
"E033577" 0 0 0 0 0 0 0 1 0 0 22 48 56 48 428
"E033578" 0 0 1 0 0 0 0 0 0 0 203 1021 965 485 6892
"E033579" 0 4 2 1 2 0 0 0 0 0 806 3453 2909 1757 33734
"E033580" 0 0 0 0 0 1 1 0 1 3 37 247 122 65 961
"E033581" 0 0 1 0 0 1 0 0 1 1 37 281 153 73 677
"E033582" 0 0 1 0 0 0 1 0 0 0 174 1197 693 413 2703
"E033583" 0 0 0 0 0 0 0 0 0 0 38 283 167 123 1032
"E033584" 0 1 0 0 0 0 0 0 0 0 83 866 541 370 3366
"E033585" 0 0 0 0 0 0 0 0 0 1 12 168 162 17 273
"E033586" 0 0 0 0 0 0 0 0 0 1 39 385 299 28 671
"E033587" 0 0 0 0 0 1 0 0 0 1 103 1017 613 81 1546
"E033588" 0 0 0 0 0 0 0 0 0 2 184 1650 1044 148 2948
"E033589" 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0
"E033590" 0 0 0 0 0 1 0 0 0 1 103 1017 613 81 1546
"E033591" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033592" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033593" 0 0 0 0 0 1 0 0 0 0 1 5 2 2 1
"E033594" 0 17 3 0 4 4 7 5 10 5 3 15 9 1 33
"E033595" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"E033596" 0 0 0 0 0 1 0 0 0 0 1 5 2 2 1
"E033597" 0 17 3 0 4 4 7 5 10 5 3 15 9 1 33
"E033598" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033599" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033600" 0 2 1 0 0 0 0 0 0 0 13 117 249 34 544
"E033601" 0 0 0 0 0 0 0 0 0 0 50 402 750 118 3545
"E033602" 0 0 0 0 0 0 1 2 0 2 110 697 1332 254 4770
"E033603" 0 1 2 1 0 0 1 0 0 0 100 832 1655 286 5356
"E033604" 0 1 1 0 0 1 0 0 0 0 31 271 478 64 2075
"E033605" 0 0 0 0 0 0 0 0 0 0 3 8 8 1 0
"E033606" 0 0 0 0 0 0 0 0 0 0 15 41 20 8 83
"E033607" 0 0 0 0 0 0 0 0 0 0 7 20 5 6 25
"E033608" 0 0 1 0 0 3 0 1 0 1 12 36 23 11 45
"E033609" 0 0 0 0 0 1 0 0 1 1 5 34 6 11 47
"E033610" 0 0 1 1 0 1 0 0 0 0 13 97 106 70 511
"E033611" 0 0 2 1 0 0 0 0 0 0 16 91 77 64 549
"E033612" 0 0 1 1 0 0 0 0 0 0 32 121 117 105 664
"E033613" 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1
"E033614" 0 1 0 0 0 0 0 0 0 0 6 6 3 19 97
"E033615" 0 0 0 0 0 0 0 0 0 0 6 7 5 7 92
"E033616" 0 0 0 0 0 0 0 0 0 0 8 11 8 8 62
"E033617" 0 0 0 0 1 0 0 0 0 0 3 4 3 6 14
"E033618" 0 0 0 0 2 0 1 0 0 0 11 11 6 16 47
"E033619" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033620" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033621" 0 0 0 0 0 0 0 0 1 1 7 86 83 51 442
"E033622" 0 0 0 0 0 2 0 0 0 2 88 813 608 321 4536
"E033623" 0 0 0 0 0 1 0 0 0 1 19 271 171 106 1079
"E033624" 0 0 0 0 0 0 0 0 0 1 28 490 391 185 2384
"E033625" 0 0 0 0 0 0 0 0 0 0 0 14 7 2 61
"E033626" 0 0 0 0 0 0 0 0 0 0 0 13 2 1 20
"E033627" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033628" 0 0 0 1 0 0 1 1 2 0 1 0 0 0 0
"E033629" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033630" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033631" 0 0 0 0 0 0 0 1 0 3 0 0 1 1 0
"E033632" 0 0 0 0 0 0 0 0 0 1 0 0 1 5 52
"E033633" 0 0 0 0 0 0 0 0 0 0 1 1 1 4 11
"E033634" 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1
"E033635" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 13
"E033636" 0 0 0 0 1 0 0 1 0 0 6 9 4 19 3
"E033637" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E033638" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033639" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 11
"E033640" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033641" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033642" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E033643" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"E033644" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033645" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033646" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E033647" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E033648" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033649" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033650" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033651" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033652" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033653" 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1
"E033654" 0 1 2 0 0 0 1 0 0 0 22 31 6 10 216
"E033655" 0 0 0 0 0 0 1 0 0 0 8 13 2 1 104
"E033656" 0 0 0 0 0 0 0 0 0 0 2 5 0 1 120
"E033657" 0 1 0 1 0 0 0 0 0 0 13 9 9 4 197
"E033658" 0 0 0 0 0 0 1 0 0 0 8 9 7 1 95
"E033659" 0 0 0 0 0 0 1 0 0 0 3 5 3 1 20
"E033660" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E033661" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033662" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033663" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41
"E033664" 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"E033665" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1
"E033666" 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1
"E033667" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 20
"E033668" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E033669" 0 0 1 0 0 0 0 0 0 0 1 2 1 5 64
"E033670" 0 1 0 0 0 0 2 0 0 0 0 5 1 2 21
"E033671" 0 0 0 0 0 0 0 0 0 0 1 5 4 0 9
"E033672" 0 0 0 0 0 0 0 0 0 0 0 5 2 0 12
"E033673" 0 0 0 0 0 0 0 0 0 0 2 3 4 0 0
"E033674" 0 0 0 0 0 0 0 0 0 0 8 15 12 4 44
"E033675" 0 0 0 0 0 1 0 0 0 0 27 10 10 9 124
"E033676" 0 0 0 0 0 0 0 0 0 0 30 11 7 3 120
"E033677" 0 0 0 0 0 0 0 0 0 0 22 12 4 3 140
"E033678" 0 0 0 0 0 0 0 0 0 0 32 16 10 8 123
"E033679" 0 0 0 0 0 0 0 0 0 0 21 17 11 6 102
"E033680" 0 1 0 0 0 0 0 1 0 0 62 22 26 9 167
"E033681" 0 0 0 0 0 0 0 0 0 0 25 6 10 2 58
"E033682" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"E033683" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"E033684" 0 0 0 0 0 0 0 0 0 0 1 0 0 4 1
"E033685" 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0
"E033686" 0 0 0 0 0 0 0 0 0 0 0 4 1 4 1
"E033687" 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1
"E033688" 0 0 0 0 0 0 0 0 0 0 0 0 1 2 20
"E033689" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033690" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E033691" 0 1 0 0 0 1 0 0 0 0 4 14 6 4 40
"E033692" 0 0 0 0 0 0 0 0 0 0 12 75 52 26 293
"E033693" 0 0 0 0 0 1 1 2 0 0 6 71 36 36 327
"E033694" 0 0 0 0 0 5 3 0 2 1 16 138 71 43 867
"E033695" 0 0 0 0 0 0 0 0 0 1 4 5 8 6 61
"E033696" 0 0 0 0 0 0 0 0 0 0 4 4 3 0 17
"E033697" 0 0 0 0 0 0 0 0 0 0 37 56 18 11 118
"E033698" 0 0 0 0 0 0 0 0 0 0 0 1 3 4 2
"E033699" 1 0 2 0 0 2 2 1 3 1 29 244 93 19 405
"E033700" 0 0 0 0 0 1 0 0 0 0 7 30 9 4 102
"E033701" 0 0 0 0 0 1 0 0 0 1 19 101 27 11 145
"E033702" 0 0 0 0 0 1 0 0 0 1 18 98 34 10 128
"E033703" 0 0 0 0 0 0 0 0 0 0 19 95 52 6 199
"E033704" 0 0 3 0 0 1 0 0 0 0 5544 11716 6596 2728 23075
"E033705" 0 1 4 0 0 1 0 0 0 0 8270 15747 9057 4038 32446
"E033706" 0 1 2 0 1 0 0 0 0 0 6636 13901 8854 3457 34487
"E033707" 0 0 0 0 0 0 0 0 0 0 3 9 8 5 31
"E033708" 0 0 0 0 0 0 0 1 1 0 25 39 24 11 74
"E033709" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033710" 0 2 1 1 1 1 1 0 1 0 0 1 1 2 0
"E033711" 0 0 0 1 0 2 1 0 0 0 0 2 4 0 21
"E033712" 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0
"E033713" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033714" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"E033715" 0 0 0 0 0 0 0 0 0 0 1 2 2 3 20
"E033716" 0 0 0 0 0 0 0 0 0 0 1 1 1 3 0
"E033717" 0 0 0 0 0 0 0 0 1 0 2 3 1 3 0
"E033718" 0 0 0 0 0 0 0 1 0 0 1 4 1 2 0
"E033719" 0 0 0 0 0 0 0 0 0 0 4 6 4 2 20
"E033720" 0 0 0 0 0 1 0 0 0 0 13 17 13 3 41
"E033721" 0 0 3 0 0 3 1 0 1 4 1 4 1 3 20
"E033722" 6 7 5 4 0 5 4 3 21 2 1 4 3 2 41
"E033723" 0 0 0 0 0 0 0 0 0 0 46 154 85 89 408
"E033724" 0 0 0 0 0 0 0 0 0 0 34 142 54 67 600
"E033725" 0 0 0 0 1 0 0 0 0 2 57 201 73 80 766
"E033726" 0 0 0 0 0 0 0 0 0 0 7 39 20 15 84
"E033727" 0 0 0 0 0 0 0 0 0 1 15 63 38 23 186
"E033728" 0 0 0 0 0 0 0 0 0 1 14 60 58 24 351
"E033729" 0 0 0 0 0 0 0 1 0 0 7 40 18 15 126
"E033730" 0 0 0 0 0 0 0 0 0 0 5 26 12 13 115
"E033731" 0 0 0 0 0 0 0 0 2 0 1 5 7 3 30
"E033732" 0 0 0 0 0 0 0 0 0 0 0 48 26 7 102
"E033733" 0 0 0 0 0 0 0 0 0 0 0 107 42 19 85
"E033734" 0 0 0 0 1 0 0 0 0 0 0 187 63 29 140
"E033735" 0 2 0 6 1 5 1 5 9 1 4 90 45 12 366
"E033736" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E033737" 0 1 0 0 0 0 0 0 0 0 1 4 0 0 60
"E033738" 0 0 0 0 0 1 0 0 0 0 0 2 1 1 40
"E033739" 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0
"E033740" 0 0 0 0 0 2 1 1 4 0 0 3 1 0 0
"E033741" 0 0 1 1 0 0 0 0 0 0 54 260 212 113 874
"E033742" 0 0 0 0 0 0 0 0 0 0 25 129 83 45 297
"E033743" 0 0 0 0 1 1 0 0 0 0 22 140 121 49 682
"E033744" 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0
"E033745" 0 0 0 0 0 0 0 1 0 0 6 67 88 32 212
"E033746" 0 0 0 0 0 0 0 2 0 0 9 129 179 63 626
"E033747" 0 0 0 0 0 0 0 0 0 0 43 456 173 36 766
"E033748" 0 0 0 0 0 0 1 2 0 0 86 716 288 47 1227
"E033749" 0 0 0 0 0 0 1 1 0 1 346 2848 974 192 4665
"E033750" 0 0 0 0 0 0 0 1 0 0 106 980 409 108 1507
"E033751" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E033752" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1
"E033753" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22
"E033754" 0 0 0 1 0 0 0 1 0 1 0 5 2 1 60
"E033755" 0 2 0 1 1 4 1 2 6 5 7 25 12 8 143
"E033756" 0 0 0 0 0 1 0 0 0 0 37 47 41 36 247
"E033757" 0 0 0 0 0 0 0 0 0 0 2 0 3 1 20
"E033758" 0 0 1 0 1 0 0 0 0 0 558 4309 6507 3204 26133
"E033759" 0 0 4 0 2 0 0 0 0 0 1790 16038 23980 10202 88486
"E033760" 0 2 18 6 4 2 2 0 0 6 2360 23050 31336 13966 133898
"E033761" 0 0 0 0 2 0 2 0 2 0 54 611 767 283 1823
"E033762" 0 0 1 0 1 0 0 0 0 0 554 4266 6472 3174 25302
"E033763" 0 1 9 3 2 1 1 0 0 3 1180 11525 15668 6983 66949
"E033764" 0 0 2 0 1 0 0 0 0 0 1152 9805 14511 6530 59079
"E033765" 0 0 0 0 0 0 0 0 0 0 312 2281 3255 1785 12126
"E033766" 0 0 1 0 1 0 0 0 0 0 437 3532 5449 2481 17981
"E033767" 0 0 2 0 1 0 0 0 0 0 895 8019 11990 5101 44243
"E033768" 0 1 9 3 2 1 1 0 0 3 1180 11525 15668 6983 66949
"E033769" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E033770" 0 0 0 0 0 0 0 1 4 0 0 0 0 1 0
"E033771" 0 0 0 1 0 0 0 1 7 3 0 0 0 1 0
"E033772" 0 0 0 1 0 0 0 0 24 8 1 1 1 0 0
"E033773" 0 0 0 0 0 0 0 1 11 4 0 0 1 0 1
"E033774" 0 0 0 0 0 0 1 0 9 2 0 2 0 1 19
"E033775" 0 0 0 0 0 0 1 0 8 3 0 2 0 1 0
"E033776" 0 0 0 0 0 0 0 0 5 4 0 1 0 1 0
"E033777" 0 0 0 0 0 0 0 0 0 0 5 28 13 3 42
"E033778" 0 0 0 0 0 0 0 0 0 0 72 560 304 44 568
"E033779" 0 0 2 0 0 0 0 0 0 0 168 1228 644 114 1476
"E033780" 0 0 6 6 2 4 2 0 4 2 792 4970 2418 446 6858
"E033781" 0 0 0 0 0 0 0 0 4 0 144 780 438 90 1610
"E033782" 0 0 0 0 0 0 0 0 0 0 5 29 14 3 42
"E033783" 0 0 0 0 0 0 0 0 0 0 36 280 152 22 284
"E033784" 0 0 1 0 0 0 0 0 0 0 84 614 322 57 738
"E033785" 0 0 3 3 1 2 1 0 2 1 396 2485 1209 223 3429
"E033786" 0 0 0 0 0 0 0 0 2 0 72 390 219 45 805
"E033788" 0 0 0 0 0 0 0 0 0 0 9 22 16 20 123
"E033789" 0 0 0 0 1 0 0 0 0 0 12 16 12 28 147
"E033790" 0 0 0 0 0 1 0 0 0 0 24 21 48 47 447
"E033791" 0 0 0 1 0 1 1 0 0 0 52 52 75 142 1016
"E033792" 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1
"E033793" 0 0 0 0 0 0 0 0 0 0 0 1 1 4 1
"E033794" 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0
